superregion2,iso3,age,female,urban,edu,year,varnum,v52_type,v52_type_desc,median,upperci_95,lowerci_95
LAC,CHL,999.0,999,999,999,2018,52,3,3: Micronutrients,3.17888088654402,5.19938426897567,1.9814004300699
Asia,CHN,999.0,999,999,999,2018,52,3,3: Micronutrients,4.41444964785163,7.53725190385807,2.69193334898807
SSA,CIV,999.0,999,999,999,2018,52,3,3: Micronutrients,0.286935514343704,0.859220025739444,0.095702506245802
SSA,CMR,999.0,999,999,999,2018,52,3,3: Micronutrients,6.22211572898885,9.24462693057344,4.66615058114558
SSA,COD,999.0,999,999,999,2018,52,3,3: Micronutrients,1.66131379273613,3.05288078450252,0.950605230727563
SSA,COG,999.0,999,999,999,2018,52,3,3: Micronutrients,2.28093247425236,4.66544578113604,1.22286643912461
LAC,COL,999.0,999,999,999,2018,52,3,3: Micronutrients,2.87605566465914,4.68757834782202,1.78956602011557
SSA,COM,999.0,999,999,999,2018,52,3,3: Micronutrients,0.322401800922521,0.976658147515229,0.111486057598945
SSA,CPV,999.0,999,999,999,2018,52,3,3: Micronutrients,3.6488632471965,7.36892412567132,2.00083246879636
LAC,CRI,999.0,999,999,999,2018,52,3,3: Micronutrients,3.77758757345752,6.2543137236656,2.34749199691953
LAC,CUB,999.0,999,999,999,2018,52,3,3: Micronutrients,2.86205337356769,4.66833189171619,1.80477909303262
HIC,CYP,999.0,999,999,999,2018,52,3,3: Micronutrients,2.68041683692196,3.93338245644845,1.83081402620358
FSU,CZE,999.0,999,999,999,2018,52,3,3: Micronutrients,4.44978946260202,7.52282229952759,2.82568098066564
HIC,DEU,999.0,999,999,999,2018,52,3,3: Micronutrients,1.72292207921019,1.95680554570282,1.51896159353105
SSA,DJI,999.0,999,999,999,2018,52,3,3: Micronutrients,2.44724651649446,4.94996725410237,1.31253058650121
LAC,DMA,999.0,999,999,999,2018,52,3,3: Micronutrients,3.34340308578417,5.45297283511952,2.07182379549014
HIC,DNK,999.0,999,999,999,2018,52,3,3: Micronutrients,4.16052820634957,6.12075169287194,2.91831727010126
LAC,DOM,999.0,999,999,999,2018,52,3,3: Micronutrients,3.03188571650195,4.91411993724126,1.8966226816763
MENA,DZA,999.0,999,999,999,2018,52,3,3: Micronutrients,1.91178617478282,3.46455869306231,1.09529597860742
LAC,ECU,999.0,999,999,999,2018,52,3,3: Micronutrients,3.15701154912119,5.07657850241112,1.97701825488137
MENA,EGY,999.0,999,999,999,2018,52,3,3: Micronutrients,1.65200612641897,3.03125541981628,0.9422890444865
SSA,ERI,999.0,999,999,999,2018,52,3,3: Micronutrients,0.304581719726077,0.931445042942969,0.106178215378047
HIC,ESP,999.0,999,999,999,2018,52,3,3: Micronutrients,3.47153222405576,5.15363468661102,2.41853090628373
FSU,EST,999.0,999,999,999,2018,52,3,3: Micronutrients,4.95896086876053,5.63357326673499,4.36985779957979
SSA,ETH,999.0,999,999,999,2018,52,3,3: Micronutrients,2.85569601124771,5.90637817728205,1.49420330056057
HIC,FIN,999.0,999,999,999,2018,52,3,3: Micronutrients,9.104717309808413,11.3882178027097,7.28964559031635
Asia,FJI,999.0,999,999,999,2018,52,3,3: Micronutrients,4.25979181179196,7.07660075134436,2.69948745577015
HIC,FRA,999.0,999,999,999,2018,52,3,3: Micronutrients,2.03671480380927,2.16498218476637,1.91649316656714
Asia,FSM,999.0,999,999,999,2018,52,3,3: Micronutrients,4.02901940882728,6.6564409361488,2.54947584362661
SSA,GAB,999.0,999,999,999,2018,52,3,3: Micronutrients,2.22439251869353,4.58874919012009,1.17749583610929
HIC,GBR,999.0,999,999,999,2018,52,3,3: Micronutrients,1.65417008886115,2.03041416682768,1.34569308748577
FSU,GEO,999.0,999,999,999,2018,52,3,3: Micronutrients,3.65210711225689,6.11654893902337,2.35731757474277
SSA,GHA,999.0,999,999,999,2018,52,3,3: Micronutrients,2.43889877027686,3.64256855384742,1.78600805125046
SSA,GIN,999.0,999,999,999,2018,52,3,3: Micronutrients,2.39417283464468,5.02422377561076,1.24134993262389
SSA,GMB,999.0,999,999,999,2018,52,3,3: Micronutrients,2.67886564143277,5.66326762008298,1.40815001648908
SSA,GNB,999.0,999,999,999,2018,52,3,3: Micronutrients,2.00717212190868,4.19882792421139,1.03555203087961
SSA,GNQ,999.0,999,999,999,2018,52,3,3: Micronutrients,0.252598007647696,0.742787506503569,0.0864909392146409
HIC,GRC,999.0,999,999,999,2018,52,3,3: Micronutrients,3.97713108435581,5.86436156008279,2.82769962019045
LAC,GRD,999.0,999,999,999,2018,52,3,3: Micronutrients,2.86931479075644,4.68034189875456,1.79958827662653
LAC,GTM,999.0,999,999,999,2018,52,3,3: Micronutrients,1.79440902532399,2.27200926203405,1.43193915387231
LAC,GUY,999.0,999,999,999,2018,52,3,3: Micronutrients,3.0727323590754,5.01209003118326,1.92489508923132
LAC,HND,999.0,999,999,999,2018,52,3,3: Micronutrients,2.81678127351968,4.56703286946828,1.74243647909701
FSU,HRV,999.0,999,999,999,2018,52,3,3: Micronutrients,4.69249360937155,7.91221127327225,3.00363482520712
LAC,HTI,999.0,999,999,999,2018,52,3,3: Micronutrients,1.66729495573823,2.83104548915046,0.977774714387622
FSU,HUN,999.0,999,999,999,2018,52,3,3: Micronutrients,4.06236236545593,6.89479842613553,2.57130080329095
Asia,IDN,999.0,999,999,999,2018,52,3,3: Micronutrients,5.34830942380803,7.04236930273053,4.1717389961889
SAARC,IND,999.0,999,999,999,2018,52,3,3: Micronutrients,2.18204412321427,3.75337939465353,1.31035129134366
HIC,IRL,999.0,999,999,999,2018,52,3,3: Micronutrients,4.88836927270011,7.28198671960238,3.41941380058102
MENA,IRN,999.0,999,999,999,2018,52,3,3: Micronutrients,1.04442469895634,1.34082504256449,0.87913557438949
MENA,IRQ,999.0,999,999,999,2018,52,3,3: Micronutrients,1.20517681807476,2.30594822727465,0.660784223682877
HIC,ISL,999.0,999,999,999,2018,52,3,3: Micronutrients,4.21095630981506,6.25721964818868,2.95601144419619
MENA,ISR,999.0,999,999,999,2018,52,3,3: Micronutrients,2.96354276043097,5.28696321169882,1.69098647352746
HIC,ITA,999.0,999,999,999,2018,52,3,3: Micronutrients,1.58021890368878,1.80313623083755,1.39953502056882
LAC,JAM,999.0,999,999,999,2018,52,3,3: Micronutrients,3.00052697681733,4.83896584542498,1.86867103999811
MENA,JOR,999.0,999,999,999,2018,52,3,3: Micronutrients,0.502804432926219,0.801932789408681,0.324965770623644
Asia,JPN,999.0,999,999,999,2018,52,3,3: Micronutrients,4.47408470080044,5.54568283018868,3.68710246113228
